카드 제목,속성,레벨,종족,atk,def
해방의 아리아드네,빛,레벨 4,[천사족/펜듈럼/효과],공격력 1700,수비력 800
해신의 무녀,물,레벨 4,[물족/효과],공격력 700,수비력 2000
해신의 의대,물,레벨 4,[물족/효과],공격력 700,수비력 2000
해저에 숨은 심해룡,물,레벨 4,[해룡족/효과],공격력 1700,수비력 1400
해적선 스컬 블러드호,물,레벨 4,[전사족/일반],공격력 1600,수비력 900
해파리,물,레벨 4,[물족/일반],공격력 1200,수비력 1500
해피 걸,바람,레벨 2,[비행야수족/일반],공격력 500,수비력 500
해피 댄서,바람,레벨 4,[비행야수족/효과],공격력 1200,수비력 1000
해피 레이디,바람,레벨 4,[비행야수족/일반],공격력 1300,수비력 1400
해피 레이디 세자매,바람,레벨 6,[비행야수족/특수 소환/효과],공격력 1950,수비력 2100
해피 레이디1,바람,레벨 4,[비행야수족/효과],공격력 1300,수비력 1400
해피 레이디2,바람,레벨 4,[비행야수족/효과],공격력 1300,수비력 1400
해피 레이디3,바람,레벨 4,[비행야수족/효과],공격력 1300,수비력 1400
해피 레이디·SB,바람,레벨 4,[비행야수족/효과],공격력 1800,수비력 1300
해피 오라클,바람,레벨 4,[비행야수족/효과],공격력 1300,수비력 1400
해피 채널러,바람,레벨 4,[비행야수족/효과],공격력 1400,수비력 1300
해피 퀸,바람,레벨 4,[비행야수족/효과],공격력 1900,수비력 1200
해피 퍼퓨머,바람,레벨 4,[비행야수족/효과],공격력 1400,수비력 1300
해피 하피스트,바람,레벨 4,[비행야수족/효과],공격력 1700,수비력 600
해피의 애완 드래곤,바람,레벨 7,[드래곤족/효과],공격력 2000,수비력 2500
해피의 애완 드래곤－세인트 파이어 기가,바람,레벨 7,[드래곤족/효과],공격력 2000,수비력 2500
해피의 애완 베이비 드래곤,바람,레벨 4,[드래곤족/효과],공격력 1200,수비력 600
해황룡 포세이도라,물,레벨 7,[해룡족/효과],공격력 2800,수비력 1600
해황의 돌격병,물,레벨 3,[해룡족/효과],공격력 1400,수비력 0
해황의 용기대,물,레벨 4,[해룡족/효과],공격력 1800,수비력 0
해황의 장창병,물,레벨 2,[해룡족/일반],공격력 1400,수비력 0
해황의 저격병,물,레벨 3,[해룡족/효과],공격력 1400,수비력 0
해황의 중장병,물,레벨 2,[해룡족/효과],공격력 0,수비력 1600
해황자 넵트어비스,물,레벨 1,[해룡족/효과],공격력 800,수비력 0
핵 웜,어둠,레벨 1,[기계족/효과],공격력 400,수비력 0
핵사 트루데,어둠,레벨 8,[마법사족/효과],공격력 2600,수비력 2100
핸디 갤럽,땅,레벨 1,[야수족/효과],공격력 0,수비력 0
행운을 알리는 올빼미,바람,레벨 2,[비행야수족/리버스/효과],공격력 300,수비력 500
행운의 피리꾼,바람,레벨 4,[천사족/듀얼/효과],공격력 1500,수비력 500
향락의 타락천사,어둠,레벨 4,[천사족/효과],공격력 0,수비력 1600
허공의 기사,바람,레벨 4,[전사족/효과],공격력 1400,수비력 1200
허구의 제너레이드 우트가르자,빛,레벨 9,[암석족/효과],공격력 2200,수비력 2700
허영의 큰 원숭이,땅,레벨 5,[야수족/특수 소환/튜너/효과],공격력 1200,수비력 1200
허용마왕 아모르펙터P,땅,레벨 8,[드래곤족/의식/효과],공격력 2950,수비력 2500
헌원의 상검사,빛,레벨 4,[마법사족/튜너/효과],공격력 1800,수비력 1500
헌터 아울,바람,레벨 4,[비행야수족/효과],공격력 1000,수비력 900
험프티 댄디,어둠,레벨 3,[언데드족/효과],공격력 1400,수비력 0
헝그리 버거,어둠,레벨 6,[전사족/의식],공격력 2000,수비력 1850
헤라클레스 비틀,땅,레벨 5,[곤충족/일반],공격력 1500,수비력 2000
헤이즈비스트 그리프스,화염,레벨 6,[비행야수족/효과],공격력 200,수비력 2100
헤이즈비스트 메코레오스,화염,레벨 6,[비행야수족/효과],공격력 2200,수비력 300
헤이즈비스트 사베라스,화염,레벨 6,[야수족/효과],공격력 2000,수비력 200
헤이즈비스트 스핀크스,화염,레벨 6,[야수전사족/효과],공격력 1900,수비력 1900
헤이즈비스트 페리톤,화염,레벨 6,[화염족/효과],공격력 1600,수비력 1700
헤이즈비스트 히드라,화염,레벨 6,[공룡족/효과],공격력 2300,수비력 200
헤이즈비스트 히포그리포,화염,레벨 6,[화염족/효과],공격력 2100,수비력 200
헤카테리스,빛,레벨 4,[천사족/효과],공격력 1500,수비력 1100
헬 드래곤,어둠,레벨 4,[드래곤족/효과],공격력 2000,수비력 0
헬 센티피드,어둠,레벨 7,[곤충족/효과],공격력 2600,수비력 1300
헬 솔저,어둠,레벨 4,[전사족/효과],공격력 1200,수비력 1400
헬 시큐리티,어둠,레벨 1,[악마족/튜너/효과],공격력 100,수비력 600
헬 임프레스 데몬,어둠,레벨 8,[악마족/효과],공격력 2900,수비력 2100
헬리오스 듀오 메기스트스,빛,레벨 6,[화염족/효과],공격력 ?,수비력 ?
헬리오스 트리스 메기스트스,빛,레벨 8,[화염족/효과],공격력 ?,수비력 ?
헬섀도르 보이드,화염,레벨 9,[악마족/리버스/효과],공격력 2900,수비력 2900
헬웨이 패트롤,어둠,레벨 4,[악마족/효과],공격력 1600,수비력 1200
헬카이저 드래곤,화염,레벨 6,[드래곤족/듀얼/효과],공격력 2400,수비력 1500
헬폰 데몬,땅,레벨 2,[악마족/효과],공격력 1200,수비력 200
헬프레임 엠페러,화염,레벨 9,[화염족/효과],공격력 2700,수비력 1600
헬프로미넌스,화염,레벨 7,[파충류족/효과],공격력 2000,수비력 1500
혁의 성녀 카르테시아,빛,레벨 4,[마법사족/튜너/효과],공격력 1500,수비력 1500
현무의 소환사,물,레벨 3,[마법사족/리버스/효과],공격력 400,수비력 1500
현서관 카르단,땅,레벨 4,[천사족/효과],공격력 1400,수비력 1000
현월룡 세레글레어,빛,레벨 6,[드래곤족/효과],공격력 2400,수비력 1000
현자 케이론,땅,레벨 4,[야수전사족/효과],공격력 1800,수비력 1000
혜안의 마술사,빛,레벨 4,[마법사족/펜듈럼/효과],공격력 1500,수비력 1500
호루스의 사도,화염,레벨 1,[야수전사족/효과],공격력 100,수비력 100
호루스의 흑염룡 LV4,화염,레벨 4,[드래곤족/효과],공격력 1600,수비력 1000
호루스의 흑염룡 LV6,화염,레벨 6,[드래곤족/효과],공격력 2300,수비력 1600
호루스의 흑염룡 LV8,화염,레벨 8,[드래곤족/특수 소환/효과],공격력 3000,수비력 1800
호박마차,땅,레벨 3,[식물족/효과],공격력 0,수비력 300
호수의 소녀 비비안,빛,레벨 1,[물족/튜너/효과],공격력 200,수비력 1800
호신조 시무르그,바람,레벨 4,[비행야수족/효과],공격력 1400,수비력 1000
호완특급 트럭로코,땅,레벨 4,[기계족/효과],공격력 1800,수비력 1000
호우의 결계상,물,레벨 4,[물족/효과],공격력 1000,수비력 1000
혹성에서 온 물체A,빛,레벨 1,[파충류족/효과],공격력 0,수비력 500
혼돈구체,어둠,레벨 5,[기계족/효과],공격력 1600,수비력 0
혼돈의 발키리어,빛,레벨 4,[천사족/특수 소환/효과],공격력 1800,수비력 1050
혼돈의 사자,어둠,레벨 4,[전사족/효과],공격력 1500,수비력 0
혼돈의 소환신,어둠,레벨 1,[악마족/효과],공격력 0,수비력 0
혼돈의 주술사,어둠,레벨 2,[마법사족/리버스/효과],공격력 500,수비력 500
혼돈의 흑마술사,어둠,레벨 8,[마법사족/효과],공격력 2800,수비력 2600
혼식신룡 드레인 드래곤,빛,레벨 8,[드래곤족/특수 소환/효과],공격력 4000,수비력 0
혼원룡 레비오니아,어둠,레벨 8,[드래곤족/특수 소환/효과],공격력 3000,수비력 0
혼을 먹는 바즈,땅,레벨 4,[야수족/효과],공격력 1600,수비력 900
혼을 부르는 자,빛,레벨 3,[마법사족/리버스/효과],공격력 1000,수비력 1000
홀딩 레그즈,어둠,레벨 4,[악마족/효과],공격력 800,수비력 600
홀딩 암스,어둠,레벨 4,[악마족/효과],공격력 500,수비력 1200
홀리 나이트 드래곤,빛,레벨 7,[드래곤족/일반],공격력 2500,수비력 2300
홀리 라이트닝 북스,빛,레벨 4,[천사족/효과],공격력 1600,수비력 1400
홀리 라이트닝 셉터,빛,레벨 4,[천사족/효과],공격력 1800,수비력 400
홀리 라이트닝 스로네,빛,레벨 4,[천사족/효과],공격력 800,수비력 2000
홀리 라이트닝 스워드,빛,레벨 4,[천사족/효과],공격력 1400,수비력 1000
홀리 라이트닝 스케일,빛,레벨 4,[천사족/효과],공격력 1500,수비력 900
홀리 라이트닝 윙스,빛,레벨 4,[천사족/효과],공격력 1200,수비력 1800
홀리 엘프,빛,레벨 4,[마법사족/일반],공격력 800,수비력 2000
홀리 엘프－홀리 버스트 스트림,빛,레벨 4,[마법사족/효과],공격력 800,수비력 2000
홀리 제럴,빛,레벨 4,[천사족/효과],공격력 1000,수비력 2000
홀리 플레임,빛,레벨 4,[천사족/효과],공격력 1500,수비력 0
홀리나이츠 레이엘,빛,레벨 4,[천사족/효과],공격력 1800,수비력 700
홀리나이츠 시엘,빛,레벨 4,[천사족/효과],공격력 1700,수비력 800
홀리나이츠 아스텔,빛,레벨 4,[천사족/효과],공격력 500,수비력 2000
홀리나이츠 오르비타엘,빛,레벨 4,[천사족/효과],공격력 400,수비력 2100
홀리나이츠 플라무엘,빛,레벨 4,[천사족/효과],공격력 1500,수비력 1000
홉 이어 비행대,바람,레벨 2,[야수족/튜너/효과],공격력 300,수비력 600
홍련의 잭나이츠,빛,레벨 7,[사이킥족/효과],공격력 2300,수비력 2600
홍련지대를 나는 매,화염,레벨 1,[비행야수족/튜너/효과],공격력 100,수비력 0
홍연 마투사,화염,레벨 6,[전사족/효과],공격력 2100,수비력 1800
홍연의 여걸－브라다만테,화염,레벨 1,[전사족/튜너/효과],공격력 500,수비력 200
홍염의 기사,화염,레벨 4,[전사족/효과],공격력 1400,수비력 1200
홍채의 마술사,어둠,레벨 4,[마법사족/펜듈럼/효과],공격력 1500,수비력 1000
홍혈귀,어둠,레벨 4,[언데드족/효과],공격력 1700,수비력 1000
홍희 치루비메,땅,레벨 8,[식물족/효과],공격력 1800,수비력 2800
화난 대장,땅,레벨 1,[전사족/효과],공격력 400,수비력 1200
화려한 스파이－C,화염,레벨 3,[전사족/효과],공격력 1200,수비력 1300
화려한 잠입공작원,땅,레벨 3,[전사족/효과],공격력 1300,수비력 1200
화령사 히타,화염,레벨 3,[마법사족/리버스/효과],공격력 500,수비력 1500
화무태도,화염,레벨 4,[야수족/효과],공격력 1700,수비력 600
화신룡－노울즈 에리즈,바람,레벨 7,[드래곤족/효과],공격력 2000,수비력 2500
화염 제왕 근위병,화염,레벨 4,[화염족/효과],공격력 1700,수비력 1200
화염 제왕 테스탈로스,화염,레벨 6,[화염족/효과],공격력 2400,수비력 1000
화염 제왕가신 베르리네스,화염,레벨 3,[화염족/효과],공격력 800,수비력 1000
화염목인18,화염,레벨 4,[화염족/일반],공격력 1850,수비력 0
화염을 삼키는 거대 거북,물,레벨 5,[물족/일반],공격력 1400,수비력 1800
화염을 지배하는 자,화염,레벨 4,[화염족/효과],공격력 1500,수비력 1600
화염의 검객,화염,레벨 4,[화염족/일반],공격력 1700,수비력 1100
화염의 마녀,화염,레벨 4,[마법사족/리버스/효과],공격력 1000,수비력 1500
화염의 마신,화염,레벨 4,[화염족/일반],공격력 1300,수비력 1000
화염의 마정령 이그니스,화염,레벨 4,[화염족/효과],공격력 1500,수비력 1200
화염의 여암살자,화염,레벨 4,[화염족/리버스/효과],공격력 1500,수비력 1000
화염의 정령 이프리트,화염,레벨 4,[화염족/특수 소환/효과],공격력 1700,수비력 1000
화염의 제너레이드 나글파,화염,레벨 9,[야수전사족/효과],공격력 3100,수비력 200
화염의 조종자,화염,레벨 3,[마법사족/일반],공격력 900,수비력 1000
화염의 케로베로스,화염,레벨 6,[화염족/일반],공격력 2100,수비력 1800
화염의 킬러,화염,레벨 5,[화염족/일반],공격력 1900,수비력 1300
화염의 프린세스,화염,레벨 4,[화염족/효과],공격력 1300,수비력 1500
화염조,화염,레벨 4,[비행야수족/효과],공격력 1000,수비력 800
화염초,땅,레벨 2,[식물족/일반],공격력 700,수비력 600
화이트 더스튼,빛,레벨 1,[악마족/일반],공격력 0,수비력 1000
화이트 로즈 드래곤,어둠,레벨 4,[드래곤족/효과],공격력 1200,수비력 1000
화이트 모레이,물,레벨 2,[어류족/효과],공격력 600,수비력 200
화이트 스팅레이,물,레벨 4,[어류족/효과],공격력 1400,수비력 1000
화이트 포탄,빛,레벨 1,[천사족/효과],공격력 100,수비력 200
화이트 혼즈 드래곤,어둠,레벨 6,[드래곤족/효과],공격력 2200,수비력 1400
화이트나이트 퀸,빛,레벨 7,[천사족/효과],공격력 2100,수비력 800
화지가구토,화염,레벨 8,[화염족/스피릿/효과],공격력 2800,수비력 2900
화차,땅,레벨 8,[언데드족/특수 소환/효과],공격력 ?,수비력 1000
화합야수 옥신 옥스,바람,레벨 2,[야수족/듀얼/효과],공격력 0,수비력 2100
화합야수 카본 크랩,화염,레벨 2,[물족/듀얼/효과],공격력 700,수비력 1400
화합야수 하이드론 호크,물,레벨 2,[비행야수족/듀얼/효과],공격력 1400,수비력 700
환각룡,어둠,레벨 4,[환룡족/일반],공격력 2000,수비력 0
환각수 휴프노콘,어둠,레벨 4,[야수족/효과],공격력 1400,수비력 600
환마황제 라비엘,어둠,레벨 10,[악마족/특수 소환/효과],공격력 4000,수비력 4000
환마황제 라비엘－천계유린권,어둠,레벨 10,[악마족/특수 소환/효과],공격력 4000,수비력 4000
환목룡,땅,레벨 4,[드래곤족/효과],공격력 100,수비력 1400
환상마술사 노페이스,어둠,레벨 5,[마법사족/효과],공격력 1200,수비력 2200
환상소환사,빛,레벨 3,[마법사족/리버스/효과],공격력 800,수비력 900
환상수 록리저드,어둠,레벨 7,[야수전사족/효과],공격력 2200,수비력 2000
환상수 썬더페가수,빛,레벨 4,[야수전사족/효과],공격력 700,수비력 2000
환상수 와일드혼,땅,레벨 4,[야수전사족/효과],공격력 1700,수비력 0
환상수 크로스윙,빛,레벨 4,[야수전사족/효과],공격력 1300,수비력 1300
환상수기 그리핀,바람,레벨 7,[기계족/효과],공격력 1000,수비력 2500
환상수기 라이텐,바람,레벨 4,[기계족/효과],공격력 1500,수비력 1500
환상수기 레이스텔스,바람,레벨 3,[기계족/효과],공격력 100,수비력 2100
환상수기 메가랩터,바람,레벨 4,[기계족/효과],공격력 1900,수비력 1000
환상수기 블랙팔콘,바람,레벨 4,[기계족/효과],공격력 1200,수비력 1700
환상수기 블루인파라스,바람,레벨 3,[기계족/튜너/효과],공격력 1400,수비력 1100
환상수기 서벌호크,바람,레벨 4,[기계족/효과],공격력 2100,수비력 100
환상수기 에어로스버드,바람,레벨 3,[기계족/효과],공격력 1600,수비력 400
환상수기 오라이온,바람,레벨 2,[기계족/튜너/효과],공격력 600,수비력 1000
환상수기 워브란,바람,레벨 1,[기계족/튜너/효과],공격력 300,수비력 300
